Entity,Match,Matched Entity,Score
PEEP,False,Lop ears,0.7388153
FiO2,False,Abnl CBC,0.73944193
O2,False,Rh negative,0.6981813
Flow,True,Drowning,0.8795223
pO2,False,Canities,0.7778276
pCO2,False,DM 2,0.75994384
pH,True,Arthritis,0.8541258
calHCO3,False,Abnl glucose,0.73830444
AADO2,False,Abnl reflex,0.76360804
Intubat,False,Failed intubation,0.77598053
MISCELLANEOUS CHEMISTRY,False,Renal calculus,0.7867912
Lactate,False,Lipoid pneumonia,0.7781643
HEMOGLOBLIN FRACTIONS,False,Hemoglobinuric nephrosis,0.7712809
calcHCT,False,Bilat phlyctenule,0.7420399
COHgb,False,MRSA pneumonia,0.72117305
CALCIUM,False,Pneumonia,0.83837146
CT ABDOMEN W/O CONTRAST,False,Female rectocele W incomplete uterovaginal prolapse,0.7930913
CT PELVIS W/O CONTRAST,False,Hx of vulvar dysplasia,0.8106885
perf / ischemic bowel,True,Ischemic intestinal stricture,0.8727636
bloody lavage,False,Dry skin,0.7611371
IV CONTRAST,False,Rash,0.7783943
contiguous axial images,False,Visual halos,0.7805002
IV nor oral contrast,False,HX of Sano procedure,0.7176971
CT OF THE ABDOMEN WITHOUT IV CONTRAST,False,Varicose veins of left leg w pain,0.82165164
compressive atelectasis at the left lung base,False,Secondary hypothalamic insufficiency,0.84733737
coronary vascular calcifications,True,Calcific coronary atherosclerosis wo angina,0.85656273
A nasogastric tube,False,Nonrheumatic mitral valve annular calcification,0.8172657
A dual chamber pacemaker,False,Hx of implantable cardiac pacemaker (removed),0.6897885
this noncontrast study,False,Noncompliant w renal dialysis,0.7383509
A 1900-01-01 cm exophytic renal cyst,False,CKD stage 2 (gfr 60-89),0.6566323
A similar lesion,False,Late lesion of pinta,0.82481235
vascular calcifications,False,Splenic calcification,0.83786654
A small amount of free fluid,False,Effects of high pressure fluids,0.72186923
A small amount of nondependent free air,False,Hx of fundoplication,0.7278491
CT OF THE PELVIS WITHOUT IV CONTRAST,False,HX of ascending aorta replacement,0.8485978
a small amount of free fluid,False,Effects of high pressure fluids,0.72186923
A small amount of free air,False,Effects of reduced temperature,0.6429174
Vascular calcifications,False,Splenic calcification,0.83786654
Subcutaneous edema,True,Subcutaneous calcinosis,0.88302803
A catheter,False,Catheter infection,0.8486781
degenerative changes of the spine,True,Acquired deformity of spine,0.8564975
a fracture of the proximal right humerus,True,Thrombosis of right ulnar artery,0.8577362
orthopedic hardware,True,Hx of orthopedic surgery,0.878178
beam hardening artifact,False,Hx of yag laser capsulotomy,0.77099705
free air and free fluid in the pelvis and abdomen,False,Effects of high pressure fluids,0.725479
this limited study,False,Declines lab draws,0.7530212
left-sided compressive atelectasis,False,Left monocular exotropia w v pattern,0.8234247
Right proximal humeral fracture,True,Right proximal fibula Fx,0.8687109
injuries to her shoulder and hip,False,Crush injury of left hip and thigh,0.78029585
a low hct,False,Elevated LDH,0.7902019
major trauma,False,Birth trauma,0.83547485
new changes on EKG,False,Abnl finding on EKG,0.74791324
transfusion dependant,False,Autologous whole blood donor,0.81138885
a recent fall,False,Repeated falls,0.7710225
right ORIF of the hip,False,Hx of reverse bilat total shoulder arthroplasty,0.78874856
right wrist fracture,True,Right wrist injury,0.931414
massive ascites,False,Chylous ascites,0.8117137
spiking fevers,False,"Infantile spasms, intractable",0.7987082
the bp.,False,IUD insertion,0.69629705
fe so4,False,IgG deficiency,0.7221409
MULTIORGAN FAILURE,False,Circulating enzyme deficiency,0.7949456
DUODENAL PERFORATION,True,Nasal septal perforation,0.88825506
MULTIPLE TRAUMA,True,Traumatic shock,0.8546294
airway monitoring,False,Upper airway obstruction,0.80538195
adverse reaction,True,Allergic reaction,0.89513487
tongue injury,True,Tooth injury,0.93548596
bile leak,True,Persistent cough,0.86734617
thickened stomach,False,Skin thickening,0.80011785
an endoscopic retrograde cholangiopancreatography,False,Benign recurrent intrahepatic cholestasis,0.8268993
a successful endoscopic retrograde cholangiopancreatography,False,Cesarean section after failed vacuum assisted vaginal delivery,0.8135916
a bile leak at the duct of Luschka,False,Infection of the exit site for central venous catheter,0.81183374
A stent,False,Vascular graft stenosis,0.78031
her endoscopic retrograde cholangiopancreatography,False,Microangiopathic hemolytic anemia,0.78892237
jaw clenching,False,Tongue swelling,0.83287257
biting tongue,False,Tongue swelling,0.8438764
cold / chills,False,Fever w chills,0.8110968
the tongue injury,True,Mouth injury,0.8690412
Urinary frequency,True,Urinary frequency,0.99999994
Mitral valve prolapse,True,Mitral valve prolapse,0.99999994
CMED CCU drops,False,FHX of CAD,0.7500449
her rigidity,False,Abdominal rigidity,0.7542809
laceration on the right edge,True,"Superficial palmar arch laceration, right hand",0.8602316
post laparoscopic incisions,True,Arteriovenous graft thrombosis,0.85102224
neutrophil count,True,Acute febrile neutrophilic dermatosis,0.8575498
inflammation in the right upper quadrant,True,Bursitis of right retrocalcaneal bursa,0.85022557
small fluid in the circumferential thickening of the distal stomach,False,Foreign body in pharynx,0.77707386
a small ulcer,False,Anal ulcer,0.84504473
a bile leak,False,Bleeding gums,0.8047509
Her liver function tests,False,Abnl kidney function study,0.7999059
a bile leak from the duct of Luschka,False,Caries of infancy due to bottle feeding,0.8184771
waxing and waning fevers,False,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,0.75325775
her white blood cell count,False,Fhx of sex chromosome translocation,0.76431435
really elevated,False,Normal hearing,0.78625256
the endoscopic retrograde cholangiopancreatography,False,Benign recurrent intrahepatic cholestasis,0.80562544
aggressive intravenous hydration,False,Long term intravenous immune globulin therapy,0.8426767
marked rebound,False,Missed abortion,0.7926294
palpation of her abdomen,False,Prolapse of vaginal walls WO uterine prolapse,0.83721673
An abdominal CT,False,Abdominal swelling,0.79665685
mild pancreatitis,True,Acute pancreatitis,0.9756553
intra-abdominal fluid collections,False,Rectal bleeding,0.7750881
any drainage,False,Inadequate housing,0.7756775
the patient 's pain,False,Psychological abuse in childbirth,0.6992365
the rebound,True,Breakthrough bleeding,0.8500265
Her enzymes,False,Plague,0.84951675
a BRAT diet,False,Positive culture finding,0.7694025
further rebound,True,Breakthrough bleeding,0.86358297
temperature spikes,False,Copper deficiency,0.79949725
aggressive hydration,False,Continuous oxygen therapy dependence,0.80480915
aggressively hydrated,False,Dry skin,0.71130794
periodic repletion of her potassium,False,Delayed gastric emptying,0.74950516
Her bicarb,False,Triple nuchal cord,0.7742294
an anion gap acidosis,False,Isovaleric acidemia,0.7981081
her anion gap acidosis,False,Cryopyrin associated periodic syndrome,0.77891386
a prescription for ten pills,False,"Contraceptive ring, initial prescription",0.72528195
removal of the stent,False,Nonsurgical wound dressing change or removal,0.8198766
a low fat no dairy diet,False,Very low level of personal hygiene,0.7401992
Post endoscopic retrograde cholangiopancreatography pancreatitis,True,Benign recurrent intrahepatic cholestasis,0.8598907
Anion gap acidosis,False,Fatty acid oxidation disorder,0.8152871
Bile leak,True,Persistent cough,0.86734617
Berkitt's lymphoma,True,"Burkitt lymphoma, extranodal and solid organs",0.86742365
Liver lesions,True,Liver disease,0.88849837
the previously noted enumerable hepatic cyst in her liver,False,Levotransposition of the great arteries,0.66361463
these cysts,False,Bilat breast cysts,0.79275966
hepatic candidiasis,True,Hepatic infarction,0.9073266
her hepatic candidiasis,True,Alcoholic hepatic fibrosis and sclerosis,0.8714413
The patient 's platelets,False,Chronic gout of bilat hands w tophi,0.7031622
Her white count,False,Back disorder,0.8009381
her G-CSF,False,Elevated BP reading wo HTN diagnosis,0.6909509
her white count,False,Back disorder,0.8009381
SBP s,False,Incomplete SAB W UTI,0.7738305
Her captopril,False,IUD surveillance,0.7594486
two IV fluid boluses,False,HX of arterial switch procedure,0.7891289
Her blood pressures,False,Pain crisis,0.75155693
her vital signs,False,Fecal urgency,0.7457561
Burkitt's lymphoma,True,"Burkitt lymphoma, extranodal and solid organs",0.85860336
Hepatic candidiasis,True,Hepatic infarction,0.9073266
an endoscopic retrogram cholangiopancreatography,False,Hx of colonoscopy,0.82499164
an ERCP,False,Abnl liver ultrasound,0.7261771
a cystic lesion,True,Splenic lesion,0.8821451
two CT scans,False,Abnl chest CT scan,0.77468574
an enlargement of the head of his pancreas,False,Effusion of bilat hips,0.7735213
early pseudocyst,False,Parathyroid cyst,0.822523
significantly elevated alkaline phosphatase,True,Elevated alkaline phosphatase,0.89037657
his pancreatitis,True,Metabolic pancreatitis,0.8756679
His complete blood count,False,Whole blood donor,0.7391205
1900-01-00 bandemia,False,CKD stage 2 (gfr 60-89),0.58306015
a total white count,False,Left radius Fx,0.7030877
no flow,False,Repeated falls,0.79567915
common bile duct obstruction,True,Bile duct obstruction,0.9453466
recorded melena,False,Melena,0.8472705
an MRCP,False,Elevated CPK,0.6872498
an attempted ERCP,False,Suspected fetal damage from IUD,0.74663126
a long nipple like papilla,False,Bilat pendulous breasts,0.7893504
endoscopic retrogram cholangiopancreatography,False,Surgical arteriovenous fistula pseudoaneurysm,0.84311867
The patient 's blood cultures,False,Blood and blood forming organ disease,0.73128855
Streptococcus sanguis-gordonii,False,Echinococcus multilocularis infection,0.8447236
penicillin S,False,Penicillin antibiotic overdose,0.8493377
his ERCP,False,MSSA pneumonia,0.7036269
Right rotator cuff injury,True,Right rotator cuff injury,0.99999976
esophageal dilatation,True,Congenital esophageal dilatation,0.9364426
Recent pancreatitis,True,Chronic pancreatitis,0.9501349
recurrent pancreatitis,True,Chronic pancreatitis,0.96404934
a psychiatric condition,False,Psychological disorder,0.8269229
Pulmonary examination,False,Pulmonary air leak,0.82551277
His liver span,False,Skin mass,0.80465007
Munos sign,False,Byssinosis,0.7555999
formal strength test,False,Pregnancy test negative,0.7424564
His platelet count,False,Skin tag,0.748189
red cell distribution,False,Hairy cell leukemia,0.80604184
His blood cultures,False,Pain crisis,0.75066257
trace glucose,False,Breakthrough bleeding,0.8430902
white cells,False,Lipoma,0.780287
the endoscopic retrogram cholangiopancreatogram,False,Hx of colonoscopy,0.79598266
this examination,False,Agitation,0.7968594
mild biliary stricture,True,Secondary biliary cirrhosis,0.85131395
dilated pancreatic ducts,True,Pancreatic duct stricture,0.90539813
a percutaneous sphincterotomy,True,Skin or subcutaneous tissue disorder,0.85680395
a full sphincterectomy,False,HX of pericardiectomy,0.81695557
successful extraction,False,Repeated falls,0.7942518
stone fragments,False,Copper deficiency,0.7541328
a CT scan angiogram,False,Abnl pelvic CT scan,0.8098953
Pancreas protocol,True,Pancreas injury,0.8570162
enlarged pancreas head,True,Annular pancreas,0.8966883
this study,False,Breakthrough bleeding,0.835665
a forming pseudocyst,False,Pilonidal cyst,0.81306064
an ultrasound guided biopsy,False,Vacuum assisted vaginal delivery,0.8097285
this biopsy,False,Declines skin exam,0.7669774
these two procedures,False,Declines procedure,0.76820683
subsequently pancreatitis,True,Chronic pancreatitis,0.93368787
His alkaline phosphatase,True,Elevated alkaline phosphatase,0.9140172
all the other abnormal liver function tests,False,Hx of renal pelvis cancer,0.76611644
any pain medications,False,Drug rash,0.7744046
the patient 's documented Strep septicemia,False,Patient declines to follow up w colonoscopy,0.7907092
Streptococcus sanguis,False,Enterococcus UTI,0.8487169
repeated blood cultures,False,Repeated falls,0.8345535
intravenous Ampicillin,True,Penicillin antibiotic overdose,0.89165026
this documented septicemia,False,Septicemic plague,0.8097399
a endocarditis work-up,False,Endocarditis,0.8477608
a transesophageal echocardiogram,True,Gastroesophageal junction cancer,0.8582985
valvular vegetations,False,Partial edentulism due to caries,0.7592031
A complex plaque,False,Common atrium,0.78487325
this plaque,False,AV block,0.74586606
focal mitral valve prolapse,True,Mitral valve prolapse,0.958986
pathologic mitral regurgitation,True,Mitral valve regurgitation,0.86635864
trace aortic regurgitation,True,Aortic valve regurgitation,0.9103551
A Panorex x-ray,False,Optic nerve and photoreceptor degeneration,0.7223692
a Dental Consultation,False,Abortion counseling,0.8087555
his alpha septicemia from his mouth,False,Complete SAB W genital tract infection,0.7434917
a documented alpha Streptococcal septicemia,True,Acute streptococcal tonsillitis,0.85021985
home antibiotics,True,Back disorder,0.85224336
repeat laboratory studies,False,Declines drug screening,0.7903136
shaking,True,Tremor,0.93254364
Alpha Streptococcus septicemia,True,Vancomycin resistant enterococcus carrier,0.86290133
high-flow 1900-01-00 oxygen face mask,False,CKD stage 2 (gfr 60-89),0.598663
the intravenous Lasix,False,Iatrogenic arteriovenous fistula,0.8101219
Recent chest x-ray,False,"Presence of stent, right coronary artery",0.7645589
resolving right lower lobe pneumonia,False,Bilat lower lobe pneumonia,0.84762883
her Prednisone taper,False,Abnl finding on antenatal screening,0.71251464
PORT line removal,False,Wound drainage,0.7762537
PICC removal,False,BPAP dependence,0.7760485
Type I DM,False,DM 2,0.8342967
hypertensive urgency,True,Hypertensive urgency,0.9999998
his usual nausea,False,Mixed headache,0.7806426
lack of desire,False,Nervousness,0.8256843
labetolol gtt,False,Bilat blepharospasm,0.80195296
labile blood sugars,False,Elevated blood alcohol level,0.7824293
his FS,False,IUD counseling,0.7321284
critically high,False,Paralysis,0.778237
a 1901-05-14 cc fluid bolus,False,DM 1 w bilat mild nonproliferative retinopathy,0.69356704
localizing signs of infection,False,Hemolytic anemia due to infection,0.84225833
a ultrasound,False,Vomiting,0.7838814
the L arm AVF,False,"AV block, Mobitz type 1",0.7604339
abscess at the site,False,Lung abscess,0.80598927
a partial HD session,False,DM 2 w CKD stage 5 (gfr <15),0.6495248
his home blood pressure regimen,False,Continuous oxygen therapy dependence,0.7048267
pain and anti-nausea meds,False,General anesthetic overdose,0.8099202
His blood sugar,False,Pain crisis,0.7563318
GPC in pairs and clusters,False,Hx of joint fusion,0.69551396
DM type,True,DM 2,0.87071514
Severe autonomic dysfunction,True,Autonomic neuropathy,0.9210043
hypertensive emergency,True,Hypertensive emergency,1.0000001
esophageal erosion,True,Esophageal mass,0.88386405
MW tear,False,Elder neglect,0.83529603
1-vessel disease,False,I-cell disease,0.82670844
1900-01-00 stenosis D1,False,Nephrotic syndrome w mesangial proliferative glomerulonephritis,0.6335877
Foot Ulcer,True,Anal ulcer,0.93680894
AV graft,False,AV block,0.80279
left pupil smaller than right,False,"Cyst, left upper eyelid",0.7776447
OP lesions,False,IUD insertion,0.8219249
2024-06-02 systolic murmur at LUSB,False,"46, XX true hermaphrodite",0.5808779
HD line,False,AV block,0.7397407
multiple well healed scars,False,Sun damaged skin,0.7675818
left arm with fistula,True,Mass of left hand joint,0.8836658
specific complaints,False,Declines procedure,0.8023269
inability to take meds,False,Cognitive changes due to medical disorder,0.7957119
autonomic dysfunction,True,Autonomic neuropathy,0.9162309
active end organ damage,False,Blood vessel injury,0.80276394
labetalol gtt,False,Bilat hydroxychloroquine retinopathy,0.8064745
carduac enzymes mildly elevated,False,Cutaneous CD30-positive large T-cell lymphoma,0.7909112
Pt 's hypertensive urgency,True,Hypertensive urgency,0.8544265
His SBP s,False,Complete SAB,0.72612244
clonidine patch and oral,False,Long term tamoxifen therapy,0.82263947
+ blood cultures,False,Canities,0.7480721
stigmata of SBE,False,Commotio retinae of left eye,0.6859845
removal of PORT,False,Inadequate housing,0.7272486
A PICC,False,IUD insertion,0.7218692
diabetic gastropathy,True,Idiopathic acute pancreatitis,0.8869697
inability to toleral oral antihypertensive medication,True,Adverse effect of oral hypoglycemic,0.85777307
port tip cultures,False,Elder neglect,0.8043058
futher surveillance cultures,False,Elder nutritional neglect,0.8045946
n/v/,False,DM 2 w autonomic neuropathy,0.7084164
similar complaints,False,Back disorder,0.76164794
PO meds,False,IUD counseling,0.7475196
oral reglan,False,Colon mass,0.7270334
current insulin regimen,False,Long term insulin therapy,0.79442275
original hypertensive urgency,True,Hypertensive urgency,0.89088106
persistent elevation of trop,False,Elevated sedimentation rate,0.7822196
current dialysis schedule,False,Inadequate dialysis,0.81954134
his PORT line infection,False,Scar contracture,0.7787932
presumptively replacement of PORT,False,"Failed induction of labor, unspecified",0.7339301
interventional radiology,False,Catheter complication,0.827993
calcium acetate,False,Acetonuria,0.75664246
numerous clots,False,Nasal congestion,0.7663089
subtherapeuticon INR,False,Vulvar condyloma in pregnancy,0.7763653
PORT removal,False,Declines procedure,0.81459075
his PORT,False,Plague,0.8249928
his surveillance cultures,False,Pain crisis,0.81415296
PORT line infection,False,CABG infection,0.82558167
your line infection,False,Elder neglect,0.81380033
your PORT,False,Callosity,0.81654817
your blood cultures,False,Pain crisis,0.7531711
stage 1900-01-01 sacral decubitus on her buttocks,False,IUD perforation,0.62199223
Eucerin cream,False,Latex allergy,0.7712114
lidocaine jelly,False,Lipoid pneumonia,0.7152042
the decubitus ulcer,False,Angina decubitus,0.8440428
the patient 's chronic obstructive pulmonary disease,False,Chronic respiratory failure due to obstructive sleep apnea,0.8159604
her home O2 dose,False,Abnl blood gas,0.7704809
physically decompensated,False,Secondary hypercoagulable state due to unspecified atrial fibrillation,0.7308086
intensive physical therapy,False,Long term lithium therapy,0.7771996
DISCHARGE MEDICATIONS,False,Abortion counseling,0.75072956
viscous lidocaine jelly,False,Eccrine porocarcinoma,0.71959984
viscous lidocaine swish and swallow,False,"Vagina blister, w infection",0.7670046
easy fatigability,False,Debility,0.72209775
some abdominal pain,True,Abdominal pain,0.926929
bowel movement changes,True,Change in bowel habit,0.8539141
recent medication changes,False,High risk medication monitoring,0.7979187
Isosorbide mononitrate,False,Dihydropteridine reductase deficiency,0.8108221
a 2006-02-01 holosystolic murmur,False,DM 1 w cataract,0.62704504
Crackles bilaterally,False,Gait abnormality,0.72706634
1+ lower extremity edema,True,Hx of lower extremity skin ulcer,0.8519467
diastolic and systolic dysfunction,True,Diastolic dysfunction,0.8911879
moderately depressed left ventricular systolic function,True,Chronic left ventricular systolic dysfunction,0.8753206
hypokinesis of the lower half of septum and apex,True,Agenesis of nose,0.8524726
the distal lateral wall hypokinesis,False,Bilat posterior vitreous detachment,0.81428826
The wall motion abnormalities,False,Stress fx,0.7620125
the wall motion abnormalities,False,Stress fx,0.7620125
her current cardiac failure,False,Failed pregnancy termination W cardiac arrest,0.830806
patient 's troponin,False,Elevated troponin I,0.79249054
aggressive diuresis,False,Secondary functional enuresis,0.83780485
her renal functioning worsening,False,Alcoholic liver damage,0.7899211
A cardiac catheterization,True,HX of cardiac catheterization,0.9225557
the renal issue,False,Elder nutritional neglect,0.7738777
A renal ultrasound,False,Abnl bladder ultrasound,0.81300044
a right kidney size,True,Right multiple ribs Fx,0.85375583
a left kidney size,True,Right multiple ribs Fx,0.8582122
renal artery stenosis,True,Right renal artery stenosis,0.9569107
MRA of the kidney,False,TB of kidney,0.84232366
severe right renal artery stenosis at its origin,True,Right renal artery stenosis,0.90593743
moderate to severe focal stenosis of the left renal artery,True,Acute stroke due to stenosis of bilat carotid arteries,0.8572568
subsequent stenting of the left renal artery,True,Thrombosis of left renal vein,0.87560415
dye load,True,Iron overdose,0.85754037
the coronary disease,False,CAD (coronary artery disease) wo angina,0.82344687
Systolic and diastolic congestive heart failure,True,"Combined systolic and diastolic heart failure, acute",0.85003114
Bilateral renal artery stenosis,True,Left renal artery stenosis,0.9602154
stent left renal artery,True,Right renal artery stenosis,0.86410975
Calcium acetate Tums,False,Calcium oxalate urolithiasis,0.794876
diagnosed liver laceration,True,Liver laceration,0.92669666
Left forarm and right knee abrasions,False,Open right lower leg Fx,0.81828344
peritoneal irritation,True,Peritoneal disease,0.9121249
PO medication,False,Iron overdose,0.79940885
The liver laceration,True,Liver laceration,0.9207653
further complication,False,Device complication,0.804971
surgical managment,False,Diaphragm fitting,0.78189945
The liver enzimes,False,Bilat dacryostenosis,0.74973476
biliary stasis,True,Venous stasis,0.8645857
the CT scan abdomen,False,Abnl chest CT scan,0.7872404
Abdominal CT scan of the Abdomen,False,Subcutaneous mass of abdominal wall,0.82729656
Analgesic ( Percocet ),False,Adverse effect of unspecified analgesic,0.80050755
a stent procedure to the RCA,False,HX of arterial switch procedure,0.79688615
CT surgery,False,Partial colon obstruction,0.8018437
excision of the wire,False,Effusion of bilat elbows,0.7810674
a bleed from femoral access site,True,Hx of sleeve gastrectomy,0.85072035
Fatty liver,True,Fatty liver,1.0000001
an acute myocardial infarction,True,Postmyocardial infarction syndrome,0.9338181
his CABG,False,Left talipes,0.7760311
right coronary endarterectomy,True,Coronary arteritis,0.87336886
removal of RCA stents,False,Nonsurgical wound dressing change or removal,0.81794083
retrieval of the aortic guidewire,True,HX of aortic valve repair,0.87131953
the patient 's wires,False,HX of arterial switch procedure,0.6946595
His electrolytes,False,Electrolyte imbalance,0.75125337
His prescriptions,False,Drug rash,0.7336284
radical retropubic prostatectomy,True,Hx of radical prostatectomy,0.88193285
elevated PSA,True,Elevated PSA,1.0000001
needle biopsy,False,Wound drainage,0.79483515
1900-01-01 mg Coumadin,False,DM 1 w ketoacidosis,0.64121413
His laboratories,False,Cholera,0.7618455
His intravenous fluids,False,Renal medullary washout,0.76686174
His Penrose drain,False,Vulvar burning,0.73962593
Iodine Containing,False,Manganese deficiency,0.7885573
Ulcerative Colitis,True,Acute left sided ulcerative colitis,0.9334672
colostomy,False,Colostomy infection,0.83989465
Pacemaker,False,Pacemaker syndrome,0.743456
CT C - SPINE W/O CONTRAST,False,DM 1 w unspecified retinal edema,0.796845
Noncontrast cervical spine CT,False,Spinal stenosis of cervical spine,0.82949793
NONCONTRAST CERVICAL SPINE CT,False,Spinal stenosis of cervical spine,0.82949793
minimally displaced and comminuted fractures through the left C7 and T1 transverse processes,False,Irreducible incisional hernia,0.820977
assessment of alignment,False,Need for continuous supervision,0.7732222
extreme head tilting to the right,False,Paradoxical movement of vocal fold,0.69841754
nasogastric tube placement,False,Lacrimal apparatus agenesis,0.81371653
atlantoaxial subluxation,True,Atlantoaxial subluxation,1.0
Prevertebral soft tissue swelling,True,Endometrial thickening,0.8928968
Extensive carotid arterial calcifications,True,Carotid arterial graft complication,0.86825407
Biapical lung scarring,False,Umbilical hernia w gangrene,0.84439373
mild bronchiectasis,True,Congenital bronchiectasis,0.92188835
opacification of the visualized left mastoid air cells and mastoid tip,False,Bilat paresis of accommodation,0.7326964
"Minimally displaced , comminuted fractures of the left C7 and T1 transverse processes",False,"Left secondary cataract, not obscuring vision",0.81287265
extension into the foramina transversaria,True,Bilat lacrimal punctum stenosis,0.85467815
CT HEAD W/O CONTRAST,False,DM 1 w eye manifestation,0.79018414
intraparenchymal bleed,True,Cutaneous nocardiosis,0.874238
Intraparenchymal hemorrhage,True,Intracerebellar hemorrhage due to birth trauma,0.9395009
Non-contrast head CT,False,Extravasation of iv contrast media,0.7844759
an outside study,False,Common atrium,0.76665705
the outside examination,False,Pain crisis,0.7570102
NON-CONTRAST HEAD CT,False,Extravasation of iv contrast media,0.7844759
a small amount of hemorrhage,True,Pulmonary hemorrhage,0.862952
an 1900-01-18 x 1900-01-10 mm nodular area of increased density,False,CKD stage 2 (gfr 60-89),0.6190823
diffuse brain atrophy,True,Acquired cerebral atrophy,0.91276217
chronic microvascular infarction throughout the white matter,True,Hepatic infarction,0.8808963
a remote right frontal infarct,False,Hypertrophy of right infrapatellar fat pad,0.8387457
acute major vascular territorial infarction,True,Renal infarction,0.8535131
skull fracture,True,Chest injury,0.85863966
opacification of the posterior nasal cavity and nasopharynx,False,Deviated nasal septum,0.8458934
Opacified and sclerotic left mastoid air cells,False,Bilat recurrent irreducible inguinal hernia,0.80310786
Ovoid 1900-01-18 - mm density within the atrium,False,"46, XX true hermaphrodite",0.61265993
an atypically located blood clot,False,Left vitreous hemorrhage,0.7997681
an intraventricular mass,True,Diffuse intraventricular block,0.88276565
contrast - enhanced MRI of the brain,False,Age-related atrophy of brain,0.75224817
Axial noncontrast CT scans of the brain,False,Skin graft displacement,0.78690255
a previous study,False,Declines lab draws,0.77793944
decreased attenuation in the periventricular and subcortical white matter,False,Verbosity and circumstantial detail obscuring reason for contact,0.7732207
chronic microvascular infarction,True,Renal infarction,0.90020007
an old right frontal lobe cortical infarction,False,Right external ear chondritis,0.83364916
A small right occipital lobe chronic infarction,True,Partial occipital lobe epilepsy,0.9069182
a small amount of blood layering in both lateral ventricles,False,Residual foreign body of soft tissue,0.7365844
new hemorrhage,True,Pulmonary hemorrhage,0.915786
opacification of the mastoid air cells,False,Arthropathy of right sacroiliac joint,0.8270406
mucosal thickening in the ethmoid and sphenoid sinuses,False,Thrombosis of bilat internal carotid arteries,0.8263488
new cortical territorial infarction,False,Left age related cortical cataract,0.8295672
decreased intraventricular blood,True,Diffuse intraventricular block,0.9187702
rib fx,True,Skull fx,0.86067784
previous CXR,False,FHX of CAD,0.7734778
Portable supine chest radiograph,False,Autonomous thyroid goiter,0.7727921
significant radiographic change,False,"Cause of injury, atmospheric pressure change from diving",0.71034503
right upper lobe consolidation,True,Left medial orbital wall fx,0.8702701
Some interstitial edema,True,Interstitial myositis,0.88768995
central pulmonary vascular congestion,True,Secondary peripheral vascular disease,0.87496257
Cardiac size,False,Thyroid mass,0.82022965
fluid layering at the apices and the pleural spaces,False,Effects of high pressure fluids,0.7360926
Multiple left-sided rib fractures,True,Left multiple ribs Fx,0.86332464
Supporting tubes and lines,False,Failed mechanical induction of labor,0.7373854
a single lead pacemaker,False,Right talus Fx,0.73510265
the right upper lobe pneumonia,False,Right second metacarpal neck Fx,0.8422835
Supporting lines and tubes,False,Failed mechanical induction of labor,0.72997254
multiple spinal fractures,True,Cervical spinal cord concussion,0.8624908
soft c-collar,False,Cord around neck w compression,0.7691573
decreased pulmonary secretions,False,Decreased fetal movement,0.7989063
decreasing ventillary support.,False,Left axillary mass,0.7908577
his bensodiazapines,False,Anticholinesterase overdose,0.75144076
G/J tube,False,DM 2 w eye manifestation,0.7487125
PMV placement,False,Secondary dm,0.76896095
physical / occupational therapy,False,Erectile dysfunction following radiation therapy,0.73206735
an early bilateral upper extermity contracture at the elbows and wrists,True,Left ulnar nerve entrapment at elbow,0.8569613
Serial CT head,False,Declines lab draws,0.8215796
decreased blood,True,Elevated serum cobalt,0.89168715
bilateral intraventricular hemorrhage,True,Intraventricular hemorrhage due to birth trauma,0.9556235
Left T1 transverse process fracture,True,Left ulna pathological fx due to neoplasm,0.86897445
C7 & T1 mimimally displaced transverse process fracture,False,Recurrent bilat tmj subluxation,0.7714296
Left rib fractures,True,Superficial left eye injury,0.89596736
your cervical collar,False,Cervical erosion,0.7558067
right tib/fib fractures,False,Right tibial nerve injury,0.84372145
ongoing trauma care,False,High risk medication monitoring,0.7891587
Attention deficit disorder,True,Cognitive disorder,0.8689351
Axial MDCT images of the brain,False,Hx of oral cavity reconstruction,0.76895124
a linear nondepressed right temporal calvarial fracture,False,Right monocular exotropia w v pattern,0.80382586
a small subdural hematoma,True,Subdural hematoma due to birth trauma,0.9009859
a left occipital scalp contusion,False,Occipital neuralgia,0.84655845
associated skull fracture,True,Superficial right eye injury,0.8591244
Prominent sutures,False,Suture granuloma,0.75707424
the right calvarial suture,False,Velamentous insertion of umbilical cord,0.78261304
other acute fractures,False,Superficial injury,0.8474647
mucosal thickening in the sphenoid sinuses,False,Thrombosis of bilat internal carotid arteries,0.8337164
occult facial fractures,False,Congenital facial anomaly,0.847631
Linear right temporal calvarial fracture,True,Left lateral femoral condyle stress fx,0.85282207
small associated right posterior convexity subdural hematoma,True,Right age related posterior subcapsular polar cataract,0.86705804
CT C-SPINE,False,Incomplete C1-C4 quadriplegia,0.72937334
Head injury to the occiput,False,Synovitis of left foot joint,0.84879947
Axial MDCT images of the cervical spine,False,Spinal stenosis of cervical spine,0.8011579
acute fracture,True,Superficial injury,0.88398594
traumatic malalignment,False,Traumatic arteriovenous fistula,0.836638
significant prevertebral soft tissue swelling,True,Stenosis of intervertebral foramen,0.8818058
a linear right temporal calvarial fracture,False,Right recurrent corneal erosion,0.83513474
opacified with blood,False,Bright red blood per rectum,0.7599199
acute cervical spine fracture,True,Cervical spinal cord concussion,0.89382136
