Entity,Match,Matched Entity,Score
flipped fragment in the intercondylar notch,True,Right bicondylar tibial plateau Fx,0.91180784
Complex tear,True,Serum sickness,0.9042292
Moderate knee joint effusion,True,Effusion of joint,0.9277499
ganglion cyst at the insertion of the PCL,True,Ganglion cyst of joint,0.9711075
Discoid lateral meniscus,True,Degenerative lateral meniscus tear of bilat knees,0.96428907
saddle pulmonary embolus,True,Saddle pulmonary embolism,0.9940213
left knee injury,True,Left ankle injury,0.97652066
his embolus,True,Penis embolism,0.9562851
DVT from the left leg,True,Acute DVT of left arm,0.93147635
known clotting disorder,True,Acquired clotting factor deficiency,0.9650187
trauma to leg,True,Crush injury of neck,0.91774875
immobility,True,Lack of coordination,0.89197755
stasis,True,Venous stasis,0.93163955
a small troponin leak,True,Elevated troponin I,0.9490349
right heart strain,True,Right hip muscle strain,0.90286696
P-pulmonale,True,Acute cor pulmonale,0.94722825
clot burden,True,Coccyx disorder,0.8961626
any wall motion abnormalities,True,Mitral valve disorder in pregnancy,0.86222863
L knee injury,True,Left ankle injury,0.90309846
an injury,True,Superficial injury,0.91756433
meniscal tear,True,Degenerative medial meniscus tear of bilat knees,0.93509054
Pulmonary embolus,True,Cerebral embolism,0.9733348
Left knee meniscal tear,True,Current left knee meniscus tear,0.9756454
a pulmonary embolism,True,Acute pulmonary embolism,0.9747523
a meniscal tear,True,Degenerative medial meniscus tear of bilat knees,0.94507444
asthma exacerbation,True,Acute exacerbation of asthma COPD overlap syndrome (Asthma w COPD),0.96287286
upper respiratory like infection,True,Upper respiratory tract disease,0.9361557
Chronic inflammatory demyelinating polyradiculopathy,True,Chronic inflammatory demyelinating polyradiculoneuropathy,1.0000001
Tyrone esophagus,True,Hx of esophageal stricture,0.9214481
Chronic abdominal pain,True,Chronic abdominal pain,1.0
Neurogenic bladder,True,Neurogenic bladder,1.0000001
Adrenal insufficiency,True,"Adrenal insufficiency, unspecified",0.9887294
IgG deficiency,True,IgG deficiency,0.9999999
Diffuse bronchial breath sounds,True,Simple chronic bronchitis,0.95127314
Left lower extremity and left upper extremity weaker,True,Left lower leg joint pain,0.9120399
active airway disease component,True,Bronchial disease,0.9399578
Chest soreness,True,Mouth soreness,0.9555174
any significant EKG changes,True,"Acute post CABG DVT of bilat legs, unspecified veins",0.9146399
acute rib factors,True,Acute MI,0.9482773
reflux disease,True,Reflux laryngitis,0.9009383
known gastritis,True,Acute gastritis,0.9642965
persistent carbon dioxide retention,True,Carbon monoxide poisoning,0.9077931
respiratory acidosis,True,Respiratory acidosis,0.99999976
the intermittent mental status changes,True,Cognitive changes due to medical disorder,0.9074265
obstructing,True,Obstructive shock,0.947986
bradycardiac,True,Bradycardia,0.97801226
mucous plugging,True,Mucus plugging,0.98653364
megaloblastic cells,True,Megaloblastic anemia,0.9166883
borderline low B12 levels,True,Antibody deficiency w near normal immunoglobulins,0.91647327
poor p.o. intake,True,Vomiting after GI surgery,0.8806535
Demyelinating polyradiculopathy,True,Acute inflammatory demyelinating polyneuropathy,0.96083677
metastatic RCC,True,Cancer metastatic to CNS,0.9336753
mild renal insufficiency,True,Renal insufficiency,0.9764347
fatigued,True,Heat exhaustion,0.92278457
congested,True,Flail chest,0.8659358
a new fever,True,Black piedra,0.89117754
a mild cough,True,Primary cough headache,0.9094005
non-productive,True,Instantaneous death,0.8816072
aspiration events,True,Aspiration pneumonia,0.9504261
mild reflux symptoms,True,Reflux laryngitis,0.90100014
mild SOB,True,Acute MI,0.9014152
his low oxygen saturation,True,"Hypoxemic respiratory failure, unspecified acuity",0.889151
LE swelling,True,Rales,0.9257541
bibasilar consolidations,True,Balos concentric sclerosis,0.8985221
His oxygen requirement,True,Supplemental oxygen dependence,0.90081215
Metastatic renal cell carcinoma,True,"Renal cell carcinoma, bilat kidneys",0.9677405
renal cell carcinoma of chromophobe type,True,"Renal cell carcinoma, right kidney",0.9586966
Carter nuclear grade,True,Left ptotic breast,0.8901981
Lymphovascular invasion,True,Lymphangioma,0.9141953
increasing back pain,True,Upper back pain,0.9523591
ongoing grade III rash,False,Drug induced neutropenia,0.8457253
Flushed cheeks,True,Nail biting,0.9083312
Slightly dry MM,True,Bilat itchy eyes,0.90566
Decreased air entry,True,Effects of air pressure,0.9219624
crackles at both lung bases,True,Restrictive lung mechanics due to kyphoscoliosis,0.9012773
Egophony,True,Ballism,0.9012108
deep venous thrombosis in the lower extremities bilaterally,True,Cerebral venous thrombosis in pregnancy,0.9850497
New bibasilar consolidations,True,Balos concentric sclerosis,0.89455634
bilateral small pleural effusion,True,Secondary pleural effusion,0.9754172
slightly increased,True,Elevated CEA,0.8842387
Marked interval enlargement of the cardiac silhouette,True,Bilat atrial enlargement,0.9254023
cardiac insufficiency,True,Respiratory insufficiency,0.95266604
Bilateral basilar compressive atelectasis,True,Basilar artery syndrome,0.933666
Superimposed infectious consolidation,True,Secondary encopresis,0.90710545
tree-in-Eric nodular opacities,True,Charcot Marie Tooth disease type 1,0.910414
scattered ground glass opacities involving the right lung,True,Diffuse crescentic glomerulonephritis,0.9030589
"viral , fungal and atypical mycobacterial infections",True,Atypical mycobacterial infection,0.9188917
Drug toxicity,True,Drug induced fever,0.93861294
New jejunal wall thickening,True,Intestinal mural thickening w obstruction,0.94352627
persistent distal ileal wall thickening,True,Hx of large bowel obstruction,0.9294749
diffuse mesenteric stranding,True,Trunk acute lymphangitis,0.93208045
an infectious etiology,True,Recurrent bacterial infection,0.8993074
metastatic burden,True,Metastatic cancer to eye,0.9294128
Mild symmetric left ventricular hypertrophy,True,Left ventricular hypertrophy,0.92432916
Mild posterior mitral valve prolapse,True,Mitral valve prolapse,0.976678
Small ( 1900-01-00 cm ) circumferential pericardial effusion,False,Left wo being seen,0.8363205
Predominantly sclerotic lesion,True,Multifocal fibrosclerosis,0.9214349
interval periosteal new bone formation,True,"Chondroma, periosteum",0.9145113
displaced fracture,True,Chest injury,0.8937943
hypoxemia,True,Hypoxemia,0.99999976
bibasilar pneumonia,True,Bilat labyrinthitis,0.91641057
Bibasilar pneumonia,True,Bilat labyrinthitis,0.91641057
an underlying infectious process,True,Recurrent bacterial infection,0.89987254
Metastatic RCC,True,Cancer metastatic to CNS,0.9336753
significant increase in tumor burden,True,Doubling of vagina,0.89272404
abnormal TFTs,True,Suspected MSSA carrier,0.9000703
destruction of L femoral neck,True,Right femoral head articular Fx,0.9329275
an acute fracture,True,Chest wall injury,0.9004582
underlying malignancy,True,"Neoplasm, orbit",0.921701
prerenal component,True,"Medullary adrenal insufficiency, unspecified",0.9259464
Hypoxemia,True,Hypoxemia,0.99999976
low thyroid hormone levels,True,Thyroid hormone resistance syndrome,0.94925565
a left clavicular deformity,True,Acquired deformity of left hip,0.93493015
A 1900-01-05 cm laceration,True,Incomplete C5-C7 quadriplegia,0.86217695
exposed underlying bone,True,Aluminum bone disease,0.93073547
gross deformities,True,Acquired nasal deformity,0.9318941
decreased sensation in the ulnar-nerve distribution,True,Bilat ulnar neuropathy,0.9201421
mild swelling,True,Head swelling,0.9208723
ecchymosis of the right posterior thigh,True,Spontaneous ecchymoses,0.9422753
a 1900-01-03 cm laceration in the lower leg,True,Incomplete C5-C7 quadriplegia,0.8629305
an inferior displaced left midclavicular fracture,True,Left anterior sternoclavicular joint dislocation,0.93218935
a pelvic fracture,True,Pelvis injury,0.9348124
intracranial bleeding,True,Traumatic intracranial hemorrhage,0.96397
mild pulmonary contusions,True,Cardiac contusion,0.95268214
pelvic fracture,True,Pelvis injury,0.9544983
cervical spine injury,True,Cervical spinal cord concussion,0.9710428
fracture displacement,True,Bone spur,0.9292946
transverse mid shaft radial fracture,True,Open left third metacarpal shaft Fx,0.91487384
ulnar displacement,True,Right distal radioulnar joint dislocation,0.90813106
intra-abdominal bleeding,True,Intestinal perforation,0.9346443
injuries,True,Injury,0.9572184
a posterior scalp laceration,True,Left eyebrow laceration,0.9553371
left fractured clavicle,True,Left clavicle abrasion,0.94808465
left fractured radius,True,Right forearm injury,0.9222653
right thigh hematoma,True,Right thigh hematoma,0.9999999
right leg laceration,True,Right lower leg laceration,0.9885901
the patient 's right thigh hematoma,True,Right lower leg hematoma,0.930418
major arterial or venous injury,True,Arteriovenous graft infection,0.9081965
the scalp and right lower leg lacerations,True,Right lower leg laceration,0.9509689
the patient 's left clavicular fracture,True,Right clavicle acromial end Fx,0.9272074
The patient 's head wound laceration,True,Puncture wound of right thigh,0.9269339
purulence,True,Prurigo,0.9150554
continued ecchymosis,True,Ecchymosis,0.9638809
a minor stepoff,True,Presence of AICD,0.87272906
mild tenderness,True,Generalized abdominal tenderness,0.9254487
saturation,True,Ethanol poisoning,0.89895356
Mild swelling,True,Head swelling,0.9208723
The patient 's right anterior tibial wound,True,Open right proximal tibia Fx,0.924588
Left transverse mid shaft radial fracture,True,Open left first metacarpal shaft Fx,0.931507
Left midclavicular fracture,True,Right clavicle acromial end Fx,0.9432359
Occipital scalp laceration,True,Occipital headache,0.93334246
Right anterior tibial laceration,True,Right tibial nerve injury,0.95647943
The left forearm and right lower leg wound,True,"Ulcer of left lower leg, unspecified site and depth",0.9177111
Scalp laceration,True,Scalp laceration,0.9999996
ALL,True,Corn,0.96020454
AML,True,PPD positive,0.897378
neutropenic,True,"Neutropenic fever, unspecified",0.9672158
further complaints,True,Tetany,0.9004615
diabetic nephropathy,True,Chronic gouty nephropathy,0.9376517
had signs and,True,Pica in children,0.8762885
with cervical,True,Cervical erosion,0.95386434
very impressive disc herniations at,True,Lumbar disc herniation w myelopathy,0.9256985
with clear cut cord,True,Bilat itchy eyes,0.88057005
incisional tenderness,True,Rebound abdominal tenderness,0.9392848
neck site,True,Neck mass,0.94314146
right iliac graft site,True,Right iliac artery injury,0.9419085
The wounds,True,Wound drainage,0.91408455
increased heart rate,True,Increased body weight,0.8944522
excess volume,True,Fluid volume disorder,0.91644466
significant myocardial ischemia,True,Silent myocardial ischemia,0.97150093
the excess volume,True,Fluid volume disorder,0.90523547
waxing and waning sensorium,True,Waldeyers ring cancer,0.86708343
his change in mental status,True,"Mental status, transient alteration",0.9082204
Hypo or hyperglycemia,True,Hypoglycemia,0.9259361
acutely agitated,True,Acute MI,0.9249209
Infectious causes,True,Bacterial infection,0.9490967
Mass effect,True,Fluid volume disorder,0.8973434
the fluctuating sensorium,True,Intermittent heterotropia,0.8821416
severe underlying structural abnormality,True,Cerebral degeneration in childhood,0.9080703
such processes,True,Reactive depression,0.91107327
acute intracranial hemorrhages,True,Traumatic intracranial hemorrhage,0.98569024
midline shifts,True,Fluid volume disorder,0.8739983
a soft tissue mass,True,Soft tissue mass,0.9607936
Trauma,True,Burn,0.95108306
electrolytes or mineral abnormalities,True,Electrolyte imbalance,0.93492794
his delirium,True,Delirium,0.9384293
neurologic syphilis,True,Cardiovascular syphilis,0.9490412
non-convulsive status epilepticus,True,Generalized convulsive epilepsy,0.94832796
that event,True,Acute MI,0.88560045
Donald,True,Microtia,0.9163017
the delirium,True,Delirium,0.9586695
a baseline renal insufficiency,True,Acute renal insufficiency,0.947334
not adequate,False,Absent reflex,0.84612036
other complaints,True,Abdominal swelling,0.89239526
Soreness,True,Mouth soreness,0.9463926
his operative sites,True,Superficial wound separation,0.9096742
difficulty with swallowing,True,Difficulty feeding self,0.9239358
postoperative swelling,True,Postoperative nausea,0.97816986
Pyelonephritis,True,Pyelonephritis,0.9999999
triopathy,True,Bandemia,0.8999421
Hepatitis B,True,Hepatitis B,0.9999998
Throat cancer,True,Throat clearing,0.94293165
Cerebral aneurysm,True,Peripheral artery aneurysm,0.97532845
primary sclerosing cholangitis,True,Primary sclerosing cholangitis,0.9999998
Nodularities in the common bile duct,True,Papillary mass of biliary tract,0.9288763
icteric,True,Macrotia,0.92917114
minimal left base atelectasis,True,Left atonic pupil,0.90559435
elevation of left hemidiaphragm,True,Hx of left shoulder hemiarthroplasty,0.90606004
dilation of intrahepatic common bile duct,True,Intrahepatic bile duct cancer,0.9322425
a distal stricture of the common bile duct,True,Ureteral stricture due to crossing vessel wo hydronephrosis,0.9254019
nodularity in the common bile duct,True,Papillary mass of biliary tract,0.9322542
significant nodularity of the liver,True,Subcutaneous nodule of abdominal wall,0.911816
advanced cirrhosis,True,Alcoholic cirrhosis,0.97131085
region nodularity,True,Pulmonary nodule,0.92404294
leakage at the anastomosis site,True,Anastomotic ulcer of unspecified acuity,0.93598783
an elevation,True,Elevated CEA,0.9220669
any pneumonia,True,Chronic pneumonia,0.8959606
a prerenal etiology,True,Primary adrenal insufficiency,0.9149926
distentions of the abdomen,True,Acute dilatation of stomach,0.92102444
accumulation of ascitic fluid,True,Ascites,0.9124147
significant lower extremity and scrotum edema,True,Hx of lower extremity skin ulcer,0.8979893
the ascites,True,Ascites,0.95640755
any organism,True,Smallpox,0.85454196
oxygen requirement,True,Supplemental oxygen dependence,0.9142577
the prerenal kidney failure,True,Acute prerenal renal failure,0.9535376
PSC,True,Elevated LDH,0.9134632
type II diabetes mellitus,True,Neonatal diabetes mellitus,0.9264281
exertional chest pain,True,Exertional chest pain,1.0
a dilated aortic root,True,Dilated aortic root,0.98671544
1900-01-00 stenosis of the mid left anterior descending,True,CABG stenosis,0.8838708
1900-01-00 stenoses of the left circumflex and oblique marginal artery,True,CABG stenosis,0.86748725
1900-01-00 stenosis of the posterior descending artery,True,CABG stenosis,0.8838708
any orthopnea,True,Orthopnea,0.9594821
clotting problems,True,Acquired clotting factor deficiency,0.9232302
any palpitations,True,Palpitations,0.9674866
stroke like symptoms,True,Drug induced headache,0.889583
Type II diabetes,True,Type 2 MI,0.93953323
Recent pneumonia,True,Chronic pneumonia,0.9283796
Recent weight loss,True,Intentional weight loss,0.9423237
2024-06-03 systolic ejection murmur,False,COVID-19 pneumonia,0.79386246
his critical aortic stenosis,True,Critical aortic valve stenosis,0.96124023
his coronary artery disease,True,Acquired coronary artery fistula,0.9191498
his significantly dilated ascending aortic aneurysm,True,Dilated aortic root,0.94959295
major problems with his lungs,True,Needs personal care assistance,0.8791317
The major neurologic event,True,Late effect of cardioembolic stroke,0.8861201
slow to awake,True,Drowsiness,0.8919905
his confusion,True,Alexia,0.868853
chronic appearing infarcts in the right occipital lobe,True,Left hemorrhage in optic nerve sheath,0.904198
more chronic infarcts,True,Splenic infarct,0.9036651
an acute infarct,True,Renal infarction,0.9256946
a little bit out of it,True,Fhx of Down syndrome,0.8506261
a right sided hemiplegia,True,"Hemiplegia, right dominant side",0.96132475
his psychiatric issues,True,Sibling relational problem,0.8972229
his neurologic insults,True,Rubella w neurological complication,0.9081918
distinctive psychiatric disorder,True,Psychological disorder,0.9258252
postoperative delirium,True,Postoperative delirium,0.99999994
his sternal wound,True,Open wound of left chest wall,0.92758846
a little bit icteric,True,Bilat itchy eyes,0.91072005
slightly elevated liver function tests,True,Elevated serum lipase,0.91348755
any gallstones,True,Gallstone ileus,0.9225209
common bile duct dilatation,True,Acquired dilated bile duct,0.9613064
slightly elevated blood sugars,True,Elevated blood alcohol level,0.91863024
his inability to eat,True,Difficulty feeding self,0.90997744
an aspiration risk,True,Recurrent aspiration pneumonia,0.92819905
his initial stroke,True,Late effect of stroke,0.8650282
positive blood and urine cultures,True,Positive culture finding,0.9332459
Methicillin resistant Staphylococcus aureus,True,Vancomycin resistant enterococcal infection,0.9210662
this bug,True,Smallpox,0.9217668
Serratia,True,Scarabiasis,0.9003245
intermittently resistant,True,Drug induced fever,0.89695853
his blood borne infection,True,Viral disease in childbirth,0.9082737
the E. coli in his urine,True,E coli enteritis,0.88897234
Critical aortic stenosis,True,Critical aortic valve stenosis,0.9821435
Aortic arch aneurysm,True,"Aortic aneurysm, unspecified site",0.9831208
Acute postoperative delirium,True,Postoperative delirium,0.9874424
Perioperative stroke,True,Postoperative pneumonia,0.94919074
Chronic blood loss anemia,True,Anemia due to chronic blood loss,0.94951427
Nausea,True,Nausea,0.9999999
colovesicular fistula,True,Enterovesical fistula,0.951739
worsening abdominal distention,True,Bladder distention,0.92874616
mildly decreased breath sounds b/l,True,Hx of dysphagia,0.87768745
LE trace edema,True,Reinke edema,0.91785705
Markedly dilated colon,True,Complete colon obstruction,0.918016
air-fluid levels,True,Effects of high pressure fluids,0.91921234
pneumatosis in the ascending colon,True,Pneumatosis coli,0.9431088
Sigmoid diverticulosis,True,Diverticulosis of sigmoid,0.9567293
focal narrowing of the sigmoid colon,True,Traumatic sigmoid colon perforation,0.93411076
the dilatation,True,Acute dilatation of stomach,0.90693295
wall thickening,True,Skin thickening,0.90440536
An underlying mass lesion,True,Brain compression due to focal lesion,0.9113083
known sigmoid-vesicle fistula,True,Hx of flexible sigmoidoscopy,0.92140853
Small amount of ascites,True,Chylous ascites,0.9260033
Bilateral renal cysts,True,Acquired multiple renal cysts,0.96847415
Heavy calcification of the aorta and SMA and its branches,True,Calcification of muscle,0.9635333
atherosclerosis,True,Atherosclerosis,0.99999994
compressive atelectasis,True,Atelectasis,0.921731
Left lower quadrant thick-walled peripherally enhancing fluid collection,True,Left quadrantanopia,0.93159723
a small collection of extraluminal gas,True,Subcutaneous nodule of bilat arms,0.9149153
Moderate intraabdominal ascites,True,"Lipoma, intraabdominal organ",0.9371473
small-bowel obstruction,True,Small bowel obstruction,0.9912649
Diverticulosis within the right remnant sigmoid colon,True,Diverticulosis of ileum w hemorrhage,0.95018184
leak,True,Confusion,0.96218866
Intermitent delirium,True,Hx of emergence delirium,0.94358397
dilated Turner colon,True,Colon stricture,0.9221659
pseudomembrane,True,Junctional escape beats,0.8709998
friable colonic tissue,True,Hx of colonic polyp,0.9224274
additional abdominal tenderness,True,Abdominal tenderness,0.9740467
an abcess,True,Abscess,0.94282943
a colovesicular fistula,True,Vesicocolic fistula,0.95060354
a leak from Relaford pouch,True,Bilat nipple retraction,0.91773754
Her incision,True,Incisional hernia,0.9201844
significant deconditioning,True,Deconditioning,0.9662069
high residuals,True,PPD false positive,0.8869233
an insulin dependent diabetic,True,Infant of diabetic mother,0.9151628
persistent hyperglycemia,True,Hyperglycemia,0.9825431
acute events,True,Acute MI,0.9183036
Hurtado Colon,True,Cloacogenic zone cancer,0.90300405
Unstable Angina,True,Unstable angina,1.0000004
fever greater than 1900-04-10,True,Hx of febrile UTI,0.8755685
Overdose,True,Drug overdose,0.960129
Hep C,True,CPAP dependence,0.9149183
Bipolar D/O,True,"Bipolar 1 disorder, manic episode w associated features",0.9122356
Agoraphobia,True,Agoraphobia,1.0000002
Panic disorder,True,Panic disorder,1.0
Narcissism,True,Narcissistic personality disorder,0.8935573
icterus,True,Anosmia,0.9333849
tongue fasciculations,True,Fasciculation,0.9506014
decreased BS over left middle lung,True,Acute DVT of left axillary vein,0.9201184
scars,True,Worries,0.94049114
speech stuttering,True,"Stuttering, adult onset",0.9372563
a patchy area of increased opacity,True,Diffuse crescentic glomerulonephritis,0.8961028
right pleural effusion,True,Pleural effusion,0.97952217
right pneumothorax,True,Spontaneous pneumothorax,0.97438455
Patchy left retrocardiac opacity,True,Left anterior fascicular hemiblock,0.9217055
patchy atelectasis,True,Neonatal primary atelectasis,0.91705936
bipolar DO,True,Fhx of bipolar disorder,0.90678895
L retrocardiac infiltrate,True,Right corneal infiltrate,0.92371815
BZD withdrawal,True,HX of LASIK,0.92614
Depressed,True,Deaf,0.96833783
tires easily,True,Farmers lung,0.9114607
her aortic stenosis,True,Critical aortic valve stenosis,0.95994556
Moderate pulmonary hypertension,True,Hx of portal hypertension,0.92573524
1+ mitral regurgitation,True,Mitral valve regurgitation,0.95639247
Diabetes mellitus Type 1900-01-02,True,Neonatal diabetes mellitus,0.91358006
myocarditis,True,Myocarditis,1.0
injected,True,Injury,0.9129384
III/VI blowing murmur,True,AV junctional rhythm,0.8791619
somewhat labile,True,Lack of coordination,0.8761156
Scattered rhonchi,True,Kaschin Beck disease,0.9159098
diminished breath sounds in the bases,True,Painful respirations,0.8964999
soft systolic ejection murmur,True,Left ventricular diastolic dysfunction,0.9354366
severe mitral regurgitation,True,Mitral valve regurgitation,0.97996974
significant exercise intolerance,True,Treadmill stress test negative for angina pectoris,0.8980442
flow-limited disease in the coronaries,True,Occlusion of coronary artery stent,0.9188306
several fistulae,True,Anal fistula,0.93025655
missing many teeth,True,Teething syndrome,0.9043722
a III/VI systolic ejection murmur,True,Late effect of TB cns,0.86091965
edema in extremities,True,Hx of lower extremity skin ulcer,0.91068166
significant disease in the coronary arteries,True,Occlusion of coronary artery stent,0.92414165
an left anterior descending to PA fistula,True,Acute DVT of left Iliofemoral vein,0.92227906
a persistent flow,True,Persistent miosis,0.90161103
PA fistula,True,Pulmonary AV fistula,0.9427101
the circumflex to PA branch fistula,True,HX of aortofemoral bypass,0.85049105
a persistent acidemia,True,Uremic acidosis,0.93239224
a slight bit of confusion,True,Left itchy eye,0.87815934
intracranial pathology,True,Intracranial sinus phlebitis,0.95176387
diabetes insipidus,True,Diabetes insipidus,0.99999994
some hematuria,True,Gross hematuria,0.96800506
difficulties with the wound care,True,Needs personal care assistance,0.9054306
worsening anginal symptoms,True,Stable angina,0.9451196
severe three-vessel disease,True,"Left arm artery stenosis, unspecified symptoms",0.8897887
fever greater than 1900-04-10 degrees F.,True,Hx of febrile UTI,0.8755685
your chest wound,True,Superficial wound separation,0.89877784
epidural abscess,True,Epidural abscess,1.0000001
colon can to liver,True,Colon mass,0.90706134
serosal implants,True,Peritoneal adhesions w obstruction,0.9031588
a signal abno in L3 L4,True,Abnl abdominal MRI,0.9220641
disciitis,True,Capsulitis,0.92986184
osteo,True,Osteolysis,0.9226775
a definitive epidural abscess,True,Spinal epidural abscess,0.978078
L3-4 osteomyelitis,True,Osteolysis of right distal clavicle,0.91090584
discitis,True,Discitis,1.0000002
an epidural abscess,True,Epidural abscess,0.9808271
Corynebacterium,True,Achromobacter pneumonia,0.935524
mets to liver,True,Hx of cannabis abuse,0.89897525
persistent R foot ulcer,True,Pressure ulcer of left foot stage 3 (full thickness skin loss),0.92887986
MM very dry,True,Dry skin,0.8941123
II/VI SEM at LSB,True,Incomplete SAB W sepsis,0.9102091
radiation to apex,True,Exposure to radiation,0.9114593
crackles at L base,True,Abnl size of teeth,0.9087664
very tense in abdomen,True,Abdominal bruit,0.9017508
Well healed midline scar,True,"Skin defect, hand",0.9044899
R LE ulcer,True,Besnier prurigo,0.88216597
ttp of lumbar spine and paraspinal muscles,True,Hx of lumbar discectomy,0.9435266
Degenerative changes,True,Subacute combined degeneration of spinal cord,0.90859354
multilevel central spinal stenosis,True,Spinal stenosis of lumbar spine,0.93968177
Impression on the anterior aspect of the lower spinal cord at T11-12,True,Contour of existing restoration of tooth biologically incompatible w oral health,0.9061541
disc bulge,True,Discitis,0.9461319
paraspinous extension of infection,True,Periostitis of bilat lower legs,0.92048204
Persistent unchanged L mid and lower lung field airspace disease,True,Hx of post therapeutic lung collapse,0.9127149
moderate L pleural effusion,True,Bilat pleural effusion,0.9775528
known liver mets,True,Hx of Graves disease,0.89666367
corynebacterium bacteremia,True,Achromobacter bronchopneumonia,0.9237584
Epidural abscess,True,Epidural abscess,1.0000001
low hematocrit,True,Precipitous hematocrit drop,0.92569804
Candidemia,True,Candidemia,1.0000001
ocular spread,True,Right ocular infection,0.9421498
Corynebacterium bacteremia,True,Achromobacter bronchopneumonia,0.9237584
corynebacterium,True,Achromobacter pneumonia,0.935524
an effusion,True,Effusion of joint,0.93630564
nodular thickening,True,"Focal nodular hyperplasia, liver",0.9209817
intrapleural tumor implants,True,Hx of implanted intrathecal pump (removed),0.91357625
fluid accumulation,True,Fluid volume disorder,0.93692344
diabetic ulcer,True,Hx of diabetic foot ulcer,0.9185382
weakness in your legs,True,Weakness of right leg,0.9146601
loss of bowel or bladder function,True,Change in bowel habit,0.92235756
Increasing abdominal girth,True,Epigastric abdominal rigidity,0.8915585
HCV cirrhosis,True,Cirrhosis due to chronic hepatitis B,0.9456326
portal vein thrombosis,True,Mesenteric vein thrombosis,0.9724296
increasing abdominal girth,True,Epigastric abdominal rigidity,0.8915585
worsening lower ext edema,True,"Acute DVT of left arm, post CABG",0.9106287
non-bloody ascitic fluid,True,Malignant ascites,0.9177629
minimal,True,Corn,0.96169174
her abdominal pain,True,Abdominal wall pain,0.9577698
syndrome,True,Headache,0.92563087
mild DIC,True,Bilat entropion,0.90853405
partial portal vein thrombosis,True,Mesenteric vein thrombosis,0.962193
morbid obesity,True,Severe obesity,0.92775625
sickle cell trait,True,Sickle cell trait,1.0
dull,True,Canities,0.851164
liver non-palpable,True,Liver nodule,0.9013446
large volume of ascited,True,Effusion of bilat feet,0.9219669
pretibial edema,True,Pretibial myxedema,0.93757033
Small cirrhotic liver,True,Alcoholic cirrhosis,0.9550708
Moderate ascites,True,Ascites,0.9532138
Borderline splenomegaly,True,Splenomegaly,0.9719828
partial vein thrombosis,True,Venous thrombosis,0.9685854
Liver cirrhosis,True,Alcoholic cirrhosis,0.97987556
more encephalopathic,True,Encephalopathy,0.95289195
her obesity,True,Severe obesity,0.94639885
the pt 's prognosis,True,Convalescence after chemotherapy,0.8550197
Recurrent ascites,True,Malignant ascites,0.93137324
Hct dropped,True,Hx of surgery,0.92669475
bleed into her abdomen,True,Abdominal bruit,0.90435874
the acute drop.,True,Transient heat fatigue,0.905337
pre-renal,True,Renal vascular disorder,0.9180895
hepatorenal,True,Hepatorenal syndrome,0.9683039
her worsening liver failure,True,Subacute liver failure w coma,0.9228767
expired,True,Confusion,0.96103144
Tuberculosis,True,Malaria,0.9370221
Infertility,True,Infertility counseling,0.97309315
twin gestation,True,Multiple gestation,0.9512645
polyhydramnios,True,Polyhydramnios,1.0
duodenal atresia,True,Congenital duodenal atresia,0.9483166
thickening,True,Excess skin,0.8975098
Trisomy 1900-01-21,True,"Trisomy 13, complete",0.9247229
Maternal hypertension,True,Hypertensive crisis,0.93913
a breech presentation,True,Breech presentation,0.9825587
Sepsis risk factors,True,Septic shock,0.9192114
nondysmorphic features,True,Bilat mechanical ectropion,0.91378593
hypoglycemia issues,True,Hypoglycemia,0.9867041
RSV,True,RSV pneumonia,0.9484579
ACQUIRED DEFECT,True,Bacterial pneumonia,0.9083518
MENTALLY RETARDED,True,Speech and language developmental delay due to hearing loss,0.8932636
AN AQUIRED DEFECT OF THE RIGHT NASAL ALA AND MEDIAL CHEEK REGION,True,Congenital eventration of diaphragm,0.9192376
BASAL CELL CARCINOMA,True,Basal cell carcinoma,1.0000002
MENTAL RETARDATION,True,Growth retardation,0.9195792
DIABETES,True,Pneumonia,0.9566638
BIPOLAR DISORDER,True,"Bipolar 2 disorder, depressed episode in full remission",0.9597193
ACUTE DISTRESS,True,Acute MI,0.9436227
1900-01-05 CM CIRCULAR FULL THICKNESS DEFECT,True,Incomplete C1-C4 quadriplegia,0.85519105
NON-TENDER,True,Ill defined condition,0.88386494
CYANOSIS,True,Cyanosis,1.0000001
HER WOUND,True,Wound drainage,0.9333435
INFECTION,True,Pneumonia,0.9560217
BREAKDOWN,True,Canities,0.85535175
AQUIRED DEFORMITY OF THE RIGHT ALA / NOSE AND MEDIAL CHEEK,True,Acquired deformity of trunk,0.95197034
SIGNS AND SYMPTOMS,True,Mouth soreness,0.89587307
FEVERS,True,Scarlet fever,0.92297935
CHILLS,True,Chills,1.0
PURULENT DISCHARGE FROM WOUND / INCISION SITE,True,Puncture wound of scalp,0.940634
INCREASED REDNESS,True,Skin thickening,0.908271
INCISION SITE,True,Incisional hernia,0.90861404
intra-abdominal abscess,True,Intraabdominal abscess,0.9778396
peritonitis,True,Peritonitis,0.9999998
gross soilage with bile and gastric contents,True,Effusion of bilat knees,0.92465365
perforated posterior duodenal ulcer,True,Traumatic duodenum perforation,0.9717554
MMP,True,DM 2,0.9045131
a mechanical fall,True,Low fall risk,0.8925318
a hip and arm fracture,True,Left hip injury,0.91690755
Fall,True,Divorce,0.91021866
